Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-08-02,17.91,36.14,6.57,26.92,19.21,27.83,10.41,0.67,22.33,6.11,4.26,,,0.52,0.69,27.18,99.58,1.11,203.5,0.04,0.04,22.53,995.29,0.44
2024-08-03,17.27,34.57,6.18,23.78,17.25,25.14,10.35,0.49,22.41,1.55,1.54,,,0.2,0.5,28.36,99.49,0.9,171.13,0.06,0.06,111.31,1000.13,0.43
2024-08-04,23.21,47.98,6.33,23.8,17.39,24.8,10.14,0.48,22.49,3.44,1.11,,,0.17,0.35,29.26,98.93,0.87,189.31,0.0,0.0,143.73,1003.08,0.42
2024-08-05,35.47,60.54,7.28,27.35,19.99,26.51,10.17,0.77,22.48,10.44,2.14,,,0.21,0.69,30.0,98.02,0.84,209.21,0.38,0.38,174.61,1002.31,0.42
2024-08-06,46.73,78.85,6.99,29.46,20.86,28.32,10.51,0.71,21.93,7.99,2.36,,,0.19,0.57,29.86,99.48,0.59,138.22,0.06,0.06,152.12,1000.9,0.41
2024-08-07,50.69,78.23,7.35,29.43,21.13,26.25,10.28,0.57,22.66,2.43,1.53,,,0.2,0.65,29.31,99.52,0.62,121.45,0.14,0.14,145.77,1000.85,0.42
2024-08-08,41.02,63.78,6.91,24.47,18.16,41.2,10.13,0.4,22.84,1.25,4.51,,,0.95,0.62,30.35,98.29,0.88,179.34,0.0,0.0,167.73,1002.14,0.43
2024-08-09,40.65,73.8,7.3,27.71,20.19,33.66,10.11,0.69,22.35,9.19,1.69,,,0.22,0.56,29.64,99.53,0.69,155.86,0.03,0.03,103.77,1003.37,0.42
2024-08-10,46.21,68.06,6.58,27.06,19.29,28.08,10.23,0.51,22.48,3.02,1.66,,,0.24,0.59,29.44,99.55,0.73,153.47,0.12,0.12,88.23,1002.81,0.41
2024-08-11,37.87,59.28,6.83,28.66,20.32,28.04,10.43,0.6,22.49,16.8,2.2,,,0.35,0.61,29.46,98.79,0.71,186.63,0.16,0.16,113.73,1002.19,0.42
2024-08-12,64.09,100.44,6.98,29.53,20.89,27.43,10.18,0.77,22.26,13.94,2.95,,,0.64,0.85,30.4,98.87,0.81,159.06,0.35,0.35,141.76,1002.56,0.42
2024-08-13,68.97,104.81,7.56,34.84,24.12,27.25,10.2,0.8,22.7,11.5,3.08,,,0.37,0.77,30.26,99.05,0.59,179.96,0.0,0.0,133.15,1003.35,0.41
2024-08-14,59.65,88.43,6.83,28.64,20.31,26.5,10.46,0.75,22.62,3.8,2.52,,,0.62,0.64,31.11,97.68,0.67,178.5,0.0,0.0,169.73,1003.17,0.42
2024-08-15,56.25,97.54,6.47,27.76,19.57,25.03,11.53,0.62,22.41,5.97,2.27,,,0.51,0.64,31.15,95.98,0.68,125.38,0.01,0.01,155.29,1002.06,0.42
2024-08-16,51.97,93.48,7.41,28.2,20.54,24.61,11.6,0.51,22.48,2.67,1.27,,,0.44,0.31,31.05,96.94,0.54,144.99,0.0,0.0,177.56,1001.58,0.41
2024-08-17,44.75,87.04,7.04,26.28,19.24,38.32,11.5,0.62,21.96,3.1,1.63,,,0.75,0.37,32.14,88.7,0.74,114.3,0.0,0.0,217.65,1002.81,0.42
2024-08-18,25.95,48.7,6.24,23.7,17.28,29.48,12.3,0.46,22.6,1.73,1.45,,,0.6,0.36,30.2,97.31,1.08,124.1,0.03,0.03,157.82,1003.47,0.43
2024-08-19,28.02,47.36,6.75,26.01,18.87,29.55,10.08,0.57,21.94,2.91,2.05,,,0.82,0.7,29.39,98.91,0.9,165.09,0.14,0.13,147.13,1002.12,0.42
2024-08-20,32.96,63.7,6.35,26.12,18.62,26.58,10.21,0.7,22.5,8.07,2.38,,,0.69,0.42,30.21,95.59,0.66,153.62,0.1,0.1,160.97,1003.18,0.42
2024-08-21,34.9,63.78,6.2,24.23,17.51,25.77,10.2,0.53,22.11,1.22,1.75,,,0.58,0.24,31.15,92.71,0.93,187.09,0.0,0.0,225.75,1004.22,0.42
2024-08-22,40.64,70.54,6.59,26.91,19.22,25.77,10.22,0.82,22.61,11.66,3.14,,,1.15,0.37,29.41,99.29,0.73,224.18,0.11,0.11,99.12,1003.24,0.41
2024-08-23,26.64,41.38,6.56,27.19,19.34,25.26,10.11,1.06,22.41,7.71,1.53,,,0.62,0.24,27.02,99.57,0.61,186.27,1.47,1.45,60.0,1003.46,0.41
2024-08-24,52.9,88.08,6.79,26.7,19.27,23.97,10.31,0.76,22.56,3.49,3.47,,,0.95,0.24,27.87,99.57,0.52,138.5,0.11,0.11,66.78,1003.72,0.41
2024-08-25,47.48,75.53,7.39,28.08,20.46,24.16,10.03,1.01,22.58,6.09,2.72,,,1.47,0.2,28.74,99.45,0.58,140.69,0.07,0.06,121.82,1002.03,0.41
2024-08-26,31.49,46.64,6.27,24.59,17.76,24.93,11.12,0.55,21.76,1.61,2.86,,,0.49,0.2,27.42,99.57,1.15,121.32,0.46,0.45,71.87,1000.57,0.44
2024-08-27,32.91,82.67,7.29,23.1,17.77,37.04,9.74,0.67,22.88,2.57,2.31,,,1.46,0.27,27.72,99.63,0.67,156.73,0.7,0.67,66.79,1003.87,0.41
2024-08-28,70.7,115.02,8.26,27.03,20.58,30.76,10.49,0.94,22.36,5.66,4.58,,,2.2,0.32,29.87,98.77,0.54,154.39,0.0,0.0,162.8,1004.07,0.41
2024-08-29,44.95,73.2,10.84,25.98,22.05,25.99,10.47,0.81,22.5,6.58,5.27,,,2.92,0.29,30.44,96.42,0.58,157.66,0.0,0.0,166.81,1003.5,0.41
2024-08-30,52.75,86.33,7.62,26.0,19.54,27.33,10.17,0.75,22.35,9.33,3.57,,,1.92,0.82,31.05,94.9,0.62,164.21,0.0,0.0,178.77,1003.76,0.42
2024-08-31,35.91,59.9,6.83,25.29,18.56,25.22,10.2,0.57,22.52,1.99,1.07,,,0.44,0.28,31.44,93.93,0.76,162.83,0.0,0.0,209.0,1003.54,0.43
2024-09-01,34.54,60.26,7.37,25.24,18.96,23.75,10.2,0.49,22.53,1.89,1.35,,,0.61,0.28,30.02,98.73,0.54,165.27,0.0,0.0,118.51,1004.8,0.42
2024-09-02,50.0,83.74,7.55,25.94,19.46,23.84,10.25,0.58,22.37,3.35,1.47,,,0.58,0.52,31.11,94.01,0.59,153.48,0.0,0.0,191.19,1005.32,0.42
2024-09-03,23.36,41.93,6.91,21.92,16.86,25.19,11.35,0.46,22.51,1.54,0.76,,,0.31,0.61,31.47,92.58,0.77,177.38,0.0,0.0,198.11,1005.36,0.43
2024-09-04,37.83,68.13,6.31,21.75,16.31,38.19,12.1,0.59,22.09,1.98,0.98,,,0.49,0.51,31.77,91.24,0.79,185.49,0.0,0.0,194.69,1002.9,0.43
2024-09-05,34.04,56.05,6.6,22.9,17.13,35.63,10.69,0.61,22.36,3.06,1.42,,,0.77,0.44,30.87,98.05,0.75,155.17,0.0,0.0,132.37,1001.81,0.42
2024-09-06,43.26,65.33,6.11,23.72,17.17,30.92,10.28,0.63,22.56,2.93,1.74,,,0.87,0.45,31.12,97.22,0.66,183.74,0.0,0.0,138.98,1002.85,0.42
2024-09-07,61.14,100.93,9.95,25.68,21.2,31.16,10.36,0.76,22.41,12.96,6.68,,,2.02,0.66,31.8,91.78,0.75,121.69,0.01,0.01,180.61,1002.69,0.42
2024-09-08,34.22,70.33,6.11,24.06,17.36,27.3,10.2,0.57,22.59,2.93,1.52,,,0.55,0.43,31.42,93.06,0.66,139.44,0.0,0.0,198.93,1002.05,0.42
2024-09-09,28.43,49.35,6.83,24.59,18.19,41.18,10.15,0.56,22.51,1.49,1.15,,,0.55,0.34,30.49,97.65,0.46,170.55,0.12,0.11,159.83,999.93,0.43
2024-09-10,27.51,42.44,7.0,26.06,19.09,34.47,10.02,0.66,22.49,2.44,1.46,,,0.82,0.33,29.68,99.53,0.41,127.35,0.05,0.05,127.5,999.77,0.42
2024-09-11,46.7,76.77,6.99,26.24,19.18,32.15,9.73,0.83,22.52,5.76,2.87,,,1.37,0.32,30.55,99.42,0.57,138.41,0.0,0.0,114.82,1001.17,0.42
2024-09-12,77.57,121.13,9.99,29.89,23.43,30.87,10.37,0.88,22.51,6.57,5.23,,,2.2,0.52,32.13,92.24,0.69,194.37,0.0,0.0,170.03,1001.77,0.41
2024-09-13,69.71,98.22,6.26,23.07,16.96,25.86,10.09,0.52,21.6,1.49,3.86,,,0.8,0.31,32.1,94.22,1.16,325.85,0.0,0.0,183.92,1000.1,0.43
2024-09-14,20.12,34.04,5.73,19.65,14.75,24.59,10.22,0.4,22.51,0.67,1.01,,,0.33,0.09,26.89,99.62,1.62,205.78,1.03,1.01,53.69,997.73,0.46
2024-09-15,9.42,29.72,5.35,18.57,13.89,24.43,10.05,0.38,22.74,0.52,0.79,,,0.18,0.05,25.85,99.63,2.27,22.6,1.39,1.38,28.32,994.2,0.51
2024-09-16,23.97,46.25,5.94,23.8,17.09,25.25,10.16,0.49,22.41,1.85,0.9,,,0.37,0.07,26.46,99.65,0.79,155.36,0.87,0.86,32.43,997.21,0.45
2024-09-17,41.21,66.19,8.21,30.4,22.31,41.56,10.21,0.61,22.35,3.38,2.01,,,1.52,0.29,29.06,97.97,0.78,183.73,0.13,0.13,166.42,1003.82,0.43
2024-09-18,48.21,77.96,14.08,33.8,28.67,44.79,10.15,0.65,22.63,6.05,4.07,,,2.86,0.53,29.91,94.01,0.65,182.94,0.0,0.0,224.38,1004.27,0.41
2024-09-19,89.63,161.05,10.55,34.54,26.3,29.18,9.98,1.02,22.77,7.35,6.96,,,3.42,0.63,30.88,92.79,0.59,211.17,0.0,0.0,147.12,1003.93,0.41
2024-09-20,81.0,123.65,7.42,28.99,20.96,25.73,10.22,0.73,22.03,3.52,7.71,,,2.02,0.63,31.98,90.63,0.79,184.71,0.0,0.0,178.92,1003.85,0.41
2024-09-21,67.18,103.49,6.54,24.3,17.82,24.39,10.34,0.63,22.5,2.29,5.21,,,1.65,0.6,31.93,92.55,0.91,131.2,0.0,0.0,191.34,1004.59,0.42
2024-09-22,54.01,74.82,6.14,23.63,17.16,23.3,10.05,0.54,22.72,2.04,2.68,,,1.26,0.66,31.98,94.11,0.98,91.77,0.0,0.0,178.0,1003.48,0.42
2024-09-23,50.18,77.08,5.99,22.43,16.41,24.87,10.3,0.6,22.42,4.69,1.96,,,0.91,0.49,31.34,96.3,1.02,191.25,0.33,0.32,152.83,1003.5,0.43
2024-09-24,25.9,45.17,6.07,22.8,16.62,18.66,9.96,0.53,21.68,2.06,1.24,,,0.59,0.41,29.67,98.28,0.75,173.14,0.0,0.0,169.05,1003.6,0.42
2024-09-25,17.32,35.99,7.07,25.71,18.91,20.36,10.11,0.54,26.2,1.67,1.38,,,0.73,0.11,27.38,99.64,0.64,179.12,0.62,0.61,40.63,1003.75,0.42
2024-09-26,22.72,43.18,6.68,20.33,15.5,18.64,10.18,0.37,26.21,0.74,0.76,,,0.34,0.12,27.43,99.66,0.93,181.33,0.17,0.16,63.51,1005.11,0.43
2024-09-27,19.29,39.93,6.16,18.7,14.39,18.08,10.32,0.35,26.12,0.58,0.76,,,0.43,0.22,28.36,99.5,0.86,184.14,0.02,0.02,122.16,1007.17,0.43
2024-09-28,22.92,47.1,5.72,18.61,14.16,19.14,10.37,0.48,26.19,8.89,1.83,,,1.07,0.45,30.29,97.05,0.97,195.12,0.0,0.0,178.08,1007.49,0.43
2024-09-29,39.34,88.61,6.9,24.19,17.85,23.2,10.38,1.03,24.89,45.81,6.94,,,2.72,0.44,31.1,94.48,0.75,203.25,0.0,0.0,139.94,1007.45,0.42
2024-09-30,107.87,175.52,9.74,25.49,20.61,24.37,11.08,1.04,19.19,31.28,5.03,,,2.46,0.35,31.09,94.51,0.54,213.87,0.0,0.0,166.13,1006.97,0.41
2024-10-01,74.79,99.14,10.92,29.5,23.19,24.77,9.64,0.78,25.94,6.24,4.08,,,2.23,0.38,31.64,93.78,0.7,253.59,0.0,0.0,166.61,1004.21,0.41
2024-10-02,82.39,142.25,12.82,27.51,24.37,23.73,10.46,0.83,26.07,12.4,3.69,,,1.41,0.33,30.84,94.45,0.8,276.87,0.0,0.0,106.47,1003.54,0.41
2024-10-03,80.42,129.66,12.73,25.73,23.4,23.81,9.97,0.79,25.97,4.62,3.5,,,1.4,0.26,29.96,93.77,0.74,266.99,0.1,0.1,158.92,1002.51,0.41
2024-10-04,44.01,69.91,13.4,27.19,24.69,26.16,10.41,0.59,25.2,5.01,2.95,,,1.09,0.26,29.06,97.61,0.71,173.08,0.26,0.26,124.36,1004.1,0.41
2024-10-05,49.75,76.74,13.55,27.32,24.87,26.56,10.08,0.83,25.91,5.64,3.32,,,1.34,0.24,28.13,99.4,0.68,186.96,0.11,0.11,106.29,1006.46,0.41
2024-10-06,58.84,88.88,12.91,25.24,23.29,25.97,10.36,0.72,25.98,14.21,2.81,,,1.29,0.33,29.06,97.93,0.62,159.42,0.0,0.0,131.86,1009.39,0.41
2024-10-07,80.08,146.9,13.14,29.2,25.54,27.8,10.48,0.82,26.18,6.73,2.66,,,1.55,0.33,29.29,99.35,0.68,121.17,0.0,0.0,109.15,1011.62,0.41
2024-10-08,65.32,105.44,14.25,29.03,26.31,31.68,10.96,1.07,25.99,52.09,7.39,,,3.21,0.36,28.23,98.68,0.63,162.24,0.08,0.08,98.24,1011.3,0.41
2024-10-09,74.67,142.55,16.52,31.53,29.4,31.04,9.82,0.87,26.03,13.73,4.07,,,2.18,0.33,29.49,96.28,0.63,198.8,0.0,0.0,152.92,1009.19,0.41
2024-10-10,69.35,116.66,13.54,29.72,26.12,29.79,10.44,0.81,25.62,18.9,3.66,,,1.99,0.44,29.12,96.88,0.64,216.56,0.02,0.02,104.9,1008.06,0.41
2024-10-11,106.84,171.12,15.57,31.43,28.6,31.53,10.11,1.29,26.19,17.38,5.24,,,3.73,0.49,30.05,95.35,0.68,192.23,0.0,0.0,140.07,1007.84,0.41
2024-10-12,100.4,159.14,17.11,40.1,34.33,33.5,10.25,1.05,26.15,6.17,4.82,,,4.31,0.55,30.3,86.95,0.53,183.59,0.0,0.0,166.67,1009.45,0.41
2024-10-13,76.78,132.33,14.37,40.08,32.18,32.74,10.12,0.91,25.97,4.43,3.55,,,2.98,0.59,29.4,84.86,0.83,112.61,0.0,0.0,156.99,1010.5,0.41
2024-10-14,101.82,164.92,16.59,35.99,31.48,28.95,10.35,0.96,26.17,7.52,4.58,,,2.96,0.49,29.01,92.8,0.68,135.75,0.0,0.0,119.06,1010.37,0.41
2024-10-15,108.78,173.08,14.11,25.7,23.94,20.9,10.06,0.85,26.17,6.4,3.8,,,1.91,0.42,29.25,86.94,0.65,153.81,0.0,0.0,127.11,1009.72,0.41
2024-10-16,124.65,181.0,13.96,29.4,26.05,20.81,10.36,1.04,26.16,9.74,4.38,,,2.14,0.4,28.34,98.95,0.56,169.37,0.34,0.33,95.76,1009.53,0.41
2024-10-17,56.21,83.19,14.85,22.34,22.75,19.34,10.12,0.59,26.07,6.22,1.57,,,0.66,0.22,27.5,99.46,0.58,178.09,0.32,0.31,111.36,1009.55,0.42
2024-10-18,78.84,108.7,14.96,20.89,22.29,18.47,10.41,0.82,23.45,7.4,4.31,,,2.36,0.38,27.85,99.04,0.76,121.09,0.0,0.0,105.6,1009.32,0.41
2024-10-19,124.07,175.85,17.43,23.33,24.83,20.33,10.27,0.95,22.27,6.28,3.8,,,2.46,0.34,28.63,93.86,0.8,139.95,0.0,0.0,144.37,1010.46,0.41
2024-10-20,128.34,208.65,26.06,30.82,32.65,23.51,10.56,0.97,22.65,11.08,4.89,,,2.77,0.41,28.26,93.96,0.69,96.42,0.0,0.0,130.59,1011.77,0.41
2024-10-21,115.25,176.71,22.1,29.59,29.76,23.24,10.26,0.89,22.3,5.11,4.33,,,2.07,0.41,28.42,93.37,0.95,94.45,0.0,0.0,130.09,1011.0,0.42
2024-10-22,82.03,131.93,17.14,27.64,26.05,22.8,10.22,0.73,21.83,3.76,5.09,,,1.75,0.39,28.19,88.1,0.94,153.97,0.0,0.0,153.38,1010.41,0.42
2024-10-23,72.58,116.12,17.23,25.86,25.07,23.3,10.27,0.6,22.38,3.28,3.42,,,1.09,0.31,27.66,94.14,0.85,149.47,0.01,0.01,104.85,1009.25,0.41
2024-10-24,16.57,35.08,9.63,15.06,15.33,16.09,10.23,0.47,23.13,0.91,0.82,,,0.33,0.1,25.41,99.58,1.42,71.7,0.04,0.04,70.37,1008.02,0.46
2024-10-25,17.91,31.24,10.58,13.34,15.25,14.32,10.29,0.45,19.71,1.1,1.34,,,0.42,0.08,24.54,99.65,1.88,16.85,0.12,0.12,29.91,1006.85,0.48
2024-10-26,34.48,48.4,10.62,14.71,15.99,13.41,10.38,0.6,19.61,2.03,1.89,,,1.15,0.13,25.48,99.67,1.12,103.72,0.44,0.43,53.57,1007.17,0.43
2024-10-27,60.81,94.66,12.85,15.81,18.32,13.4,10.53,0.83,19.49,3.7,3.06,,,2.6,0.26,27.25,99.64,0.6,166.32,0.04,0.04,81.16,1007.87,0.41
2024-10-28,76.96,133.1,13.01,16.95,19.04,14.32,10.8,0.94,19.06,21.79,4.59,,,2.95,0.47,28.4,96.06,0.64,189.21,0.0,0.0,146.22,1007.66,0.41
2024-10-29,55.72,89.27,12.14,13.96,16.79,13.24,10.21,0.76,19.54,22.94,4.66,,,2.99,0.45,28.87,94.59,0.67,191.45,0.0,0.0,142.81,1008.17,0.41
2024-10-30,64.95,103.74,11.37,16.07,17.29,12.16,10.41,0.95,17.16,27.74,4.75,,,2.47,0.43,29.12,97.82,0.6,147.75,0.0,0.0,80.7,1009.25,0.41
2024-10-31,126.3,185.59,13.83,17.86,20.15,13.46,10.59,1.07,36.43,9.94,5.02,,,2.86,0.67,29.15,89.19,0.7,172.64,0.0,0.0,142.19,1010.06,0.41
2024-11-01,126.45,203.61,12.07,20.54,20.18,14.95,10.81,1.25,32.37,21.15,5.9,,,3.58,0.7,28.62,85.08,0.6,214.96,0.0,0.0,143.48,1011.29,0.41
2024-11-02,129.9,225.79,11.92,27.92,23.92,17.11,10.57,1.05,24.13,10.34,7.39,,,3.08,0.62,28.02,85.98,0.6,177.3,0.0,0.0,128.68,1012.17,0.41
2024-11-03,122.26,228.49,11.45,22.72,20.83,15.99,10.22,1.06,18.58,6.63,3.33,,,2.18,0.31,26.98,99.56,0.91,96.23,0.0,0.0,96.69,1012.4,0.41
2024-11-04,128.4,222.91,12.48,27.88,24.33,17.06,10.59,1.18,16.68,10.14,5.31,,,3.07,0.34,26.59,97.7,0.63,182.71,0.0,0.0,97.07,1011.9,0.41
2024-11-05,118.12,203.8,13.96,29.92,26.55,17.12,11.51,1.23,17.89,7.12,6.32,,,3.78,0.38,26.68,92.41,0.64,154.19,0.0,0.0,111.74,1012.98,0.41
2024-11-06,95.82,156.45,11.29,22.47,20.57,13.19,10.45,0.9,17.91,4.79,4.61,,,2.3,0.37,26.69,91.49,0.77,135.31,0.0,0.0,121.74,1013.16,0.41
2024-11-07,84.1,139.95,10.78,21.11,19.47,12.31,10.4,0.85,17.85,4.41,7.32,,,1.84,0.33,26.71,91.5,0.68,165.62,0.0,0.0,127.22,1012.95,0.41
2024-11-08,70.77,117.11,11.54,23.38,21.24,13.24,10.48,0.88,17.44,4.96,6.74,,,2.38,0.39,26.63,91.12,0.75,145.91,0.0,0.0,121.48,1012.99,0.41
2024-11-09,55.84,99.26,12.82,23.71,22.42,13.51,10.57,0.73,16.8,4.52,4.19,,,2.41,0.39,26.61,86.06,0.93,136.48,0.0,0.0,143.29,1013.06,0.42
2024-11-10,54.3,97.06,12.74,24.53,22.78,13.81,10.75,0.7,16.91,5.61,6.54,,,2.68,0.31,26.0,86.34,0.8,150.18,0.0,0.0,135.07,1013.22,0.41
2024-11-11,65.32,116.97,12.81,25.68,23.44,14.49,10.82,0.81,17.27,5.29,6.06,,,3.24,0.33,25.96,86.88,0.82,169.61,0.0,0.0,140.16,1012.83,0.41
2024-11-12,78.97,153.35,14.52,28.39,25.92,16.16,11.15,0.84,17.49,7.28,7.57,,,2.96,0.32,26.06,88.49,0.78,169.37,0.0,0.0,133.76,1012.31,0.41
2024-11-13,131.92,222.85,14.73,33.12,28.83,18.75,11.26,1.34,24.66,8.25,10.96,,,4.13,0.45,25.51,87.96,0.79,159.0,0.0,0.0,100.28,1011.79,0.41
2024-11-14,133.24,224.29,12.01,32.7,26.48,17.36,11.06,1.08,37.29,6.92,10.14,,,3.73,0.36,25.7,82.58,0.56,174.12,0.0,0.0,118.87,1012.79,0.41
2024-11-15,126.93,216.26,12.06,29.7,24.95,16.81,13.05,1.2,38.28,8.17,7.39,,,2.87,0.34,24.22,80.04,0.65,248.61,0.0,0.0,122.89,1012.51,0.41
2024-11-16,113.75,206.37,13.62,33.63,28.22,19.28,14.75,1.22,38.82,8.44,7.04,,,3.26,0.22,23.28,80.7,0.6,246.35,0.0,0.0,117.54,1011.88,0.41
2024-11-17,115.81,203.05,13.73,32.72,27.83,19.22,14.01,1.15,40.3,7.93,5.95,,,3.12,0.18,23.16,79.36,0.67,235.8,0.0,0.0,118.51,1011.74,0.41
2024-11-18,102.3,161.62,12.94,31.82,26.75,18.48,12.73,0.98,40.47,6.43,7.2,,,3.43,0.25,22.85,81.83,0.65,168.75,0.0,0.0,125.9,1012.92,0.41
2024-11-19,96.29,169.49,11.87,28.43,24.14,17.0,13.17,0.92,42.06,5.77,4.88,,,2.54,0.21,23.42,82.76,0.78,161.01,0.0,0.0,115.71,1013.63,0.42
2024-11-20,99.3,164.01,11.55,28.1,23.72,17.55,11.91,0.96,41.6,5.9,4.83,,,2.54,0.22,23.53,87.24,0.81,209.76,0.0,0.0,104.94,1012.79,0.41
2024-11-21,130.34,208.56,11.04,23.9,21.01,16.24,12.06,1.09,52.96,5.53,3.26,,,1.77,0.15,23.44,76.73,0.99,264.48,0.0,0.0,101.66,1012.68,0.42
2024-11-22,133.53,212.95,11.53,29.05,24.2,17.4,12.27,1.15,48.15,5.95,5.14,,,3.01,0.21,22.97,74.64,0.74,226.83,0.0,0.0,120.39,1012.88,0.41
2024-11-23,149.91,249.06,16.24,36.61,31.82,22.08,13.47,1.26,45.24,7.63,10.48,,,4.35,0.17,22.41,77.71,0.7,222.96,0.0,0.0,113.49,1013.92,0.41
2024-11-24,167.32,275.64,12.82,37.76,29.76,21.83,15.22,1.36,47.73,8.51,8.92,,,3.89,0.05,21.83,81.87,0.65,202.41,0.0,0.0,103.4,1013.97,0.41
2024-11-25,167.72,280.22,12.89,33.6,27.64,22.74,12.77,1.57,42.18,9.18,7.62,,,4.04,0.29,21.68,84.82,0.7,182.01,0.0,0.0,105.43,1013.9,0.41
2024-11-26,137.8,261.17,20.01,41.63,37.39,28.15,13.85,1.69,38.2,11.07,15.01,,,5.83,1.16,21.87,84.35,0.64,192.41,0.0,0.0,98.92,1013.2,0.41
2024-11-27,114.05,210.83,17.99,38.77,34.32,24.7,14.99,1.2,38.23,8.19,9.48,,,4.48,1.79,21.59,76.17,0.73,176.27,0.0,0.0,112.67,1012.77,0.41
2024-11-28,109.32,201.82,12.0,30.84,25.5,20.83,12.45,0.99,45.93,5.92,5.47,,,2.71,1.71,22.17,82.85,0.99,208.98,0.0,0.0,113.79,1013.64,0.42
2024-11-29,83.48,154.38,13.39,28.14,25.17,19.74,11.81,0.86,44.48,5.31,5.33,,,2.66,1.58,22.95,72.74,0.98,194.01,0.0,0.0,136.09,1013.74,0.42
2024-11-30,49.85,101.11,14.07,27.65,25.45,19.21,12.94,0.75,35.07,6.19,5.52,,,3.03,1.15,22.44,67.32,0.74,164.0,0.0,0.0,81.92,1012.56,0.41
2024-12-01,69.91,130.91,12.77,29.35,25.31,19.89,13.45,0.67,44.13,4.86,6.2,,,2.9,1.24,23.16,68.76,0.83,177.38,0.0,0.0,103.95,1011.12,0.41
2024-12-02,114.72,204.56,13.06,33.62,27.79,23.81,13.02,1.23,51.53,9.41,7.45,,,3.66,1.79,21.62,72.11,0.77,182.9,0.0,0.0,63.8,1011.97,0.41
2024-12-03,124.79,225.36,20.79,39.55,36.92,28.87,13.46,1.45,43.63,9.08,10.21,,,5.27,1.75,22.07,77.45,0.71,210.7,0.0,0.0,125.97,1012.89,0.41
2024-12-04,117.52,210.05,18.82,41.24,36.26,28.88,14.07,1.43,34.86,9.46,7.81,,,5.4,1.67,21.95,76.94,0.65,197.49,0.0,0.0,124.42,1012.47,0.41
2024-12-05,82.28,154.64,13.26,36.83,29.61,22.96,16.51,0.98,30.3,6.85,6.85,,,4.21,1.61,22.53,64.79,0.69,211.83,0.0,0.0,142.67,1012.17,0.41
2024-12-06,72.87,149.31,15.48,38.77,32.36,24.95,17.84,1.22,36.25,8.6,8.17,,,5.15,1.56,21.47,65.18,0.81,255.97,0.0,0.0,134.0,1011.85,0.41
2024-12-07,112.14,221.86,22.56,47.6,42.5,32.38,16.51,1.34,39.52,9.87,10.89,,,7.24,1.49,20.13,70.43,0.7,211.38,0.0,0.0,120.28,1012.6,0.41
2024-12-08,99.25,203.08,17.62,39.8,34.58,28.08,19.02,1.31,44.46,11.95,8.43,,,5.63,1.78,20.36,64.8,0.6,188.18,0.0,0.0,120.92,1012.8,0.41
2024-12-09,112.91,232.14,14.53,36.67,30.52,29.03,14.32,1.16,29.19,10.19,5.1,,,3.36,1.78,17.93,98.43,0.72,228.22,0.02,0.02,25.94,1012.54,0.41
2024-12-10,110.13,196.24,19.64,38.38,35.41,30.78,13.8,1.45,30.68,10.17,5.41,,,4.69,1.72,19.69,85.01,0.78,226.73,0.0,0.0,114.33,1013.28,0.41
2024-12-11,107.2,210.0,17.62,36.06,32.62,25.85,14.23,1.12,37.85,7.28,6.21,,,4.71,1.49,18.86,74.12,0.74,196.92,0.0,0.0,127.57,1014.76,0.41
2024-12-12,93.95,169.6,12.66,33.3,27.3,21.27,15.99,1.02,44.9,6.81,7.07,,,3.75,1.39,18.9,64.11,0.86,134.93,0.0,0.0,138.44,1013.34,0.42
2024-12-13,99.88,181.83,13.37,37.44,30.02,23.32,14.17,1.09,45.11,7.25,7.73,,,4.59,1.59,18.14,68.4,0.82,210.7,0.0,0.0,134.91,1014.04,0.41
2024-12-14,102.71,191.58,12.09,32.91,26.59,16.89,14.84,0.81,48.93,5.63,6.33,,,3.53,1.42,18.15,60.63,1.03,203.72,0.0,0.0,143.98,1015.96,0.42
2024-12-15,89.24,176.7,12.76,31.7,26.54,15.65,18.4,0.91,42.89,5.77,7.27,,,3.47,1.24,18.12,64.82,0.79,212.61,0.0,0.0,132.4,1016.48,0.42
2024-12-16,101.52,196.66,14.21,36.12,29.98,17.69,23.25,1.18,37.36,8.07,7.28,,,4.52,1.44,19.22,68.49,0.7,271.35,0.0,0.0,129.67,1014.88,0.41
2024-12-17,115.77,209.67,17.16,37.06,32.78,16.39,25.38,1.3,31.2,10.24,9.78,,,5.71,1.34,20.06,78.89,0.72,227.8,0.0,0.0,123.18,1014.07,0.41
2024-12-18,111.59,207.51,21.53,37.95,36.66,29.69,24.09,1.46,29.61,9.73,12.99,,,6.85,1.37,20.07,78.87,0.68,225.12,0.0,0.0,122.25,1013.44,0.41
2024-12-19,100.39,182.31,21.77,33.97,34.77,37.51,16.95,1.38,30.45,9.65,13.17,,,6.6,1.15,20.19,77.98,0.71,187.25,0.0,0.0,128.99,1014.1,0.41
